,DateTime,currency,event,actual,previous,Close_5min_before,Close_at_release,Close_5min_after,Close_24h_after,Close_48h_after,price_change_5min,Price_Change_24h,Price_Change_48h,Direction_5min,Direction_24h,Direction_48h,news_change,news_change_Percentage,Currency_Code,Time,Day,Month,Year,Move_before_release,Move_after_release
14,2024-01-09 11:00:00,USD,NFIB Small Business Index,91.9,90.6,144.288,144.331,144.349,145.563,145.945,0.018000000000000682,1.2319999999999993,1.6140000000000043,Bullish,Bullish,Bullish,1.3000000000000114,1.4348785871964806,1,11:00,1,1,2024,0.042999999999977945,0.018000000000000682
15,2024-01-09 15:02:00,USD,RCM/TIPP Economic Optimism,44.7,40.0,144.554,144.435,144.418,145.655,145.517,-0.016999999999995907,1.2199999999999989,1.0819999999999936,Bearish,Bullish,Bullish,4.700000000000003,11.750000000000007,1,15:02,1,1,2024,-0.11899999999999977,-0.016999999999995907
16,2024-01-09 23:30:00,JPY,Average Cash Earnings y/y,0.2%,1.5%,144.84,144.809,144.828,145.362,145.032,0.019000000000005457,0.5529999999999973,0.2230000000000132,Bullish,Bullish,Bullish,-1.3,-86.66666666666667,0,23:30,1,1,2024,-0.03100000000000591,0.019000000000005457
17,2024-01-10 03:35:00,JPY,10-y Bond Auction,0.60|2.9,0.70|2.8,144.906,144.954,144.958,145.402,144.979,0.003999999999990678,0.4479999999999791,0.025000000000005684,Bullish,Bullish,Bullish,,,0,03:35,2,1,2024,0.04800000000000182,0.003999999999990678
18,2024-01-10 15:00:00,USD,Final Wholesale Inventories m/m,-0.2%,-0.2%,145.649,145.678,145.653,145.49,144.862,-0.025000000000005684,-0.18799999999998818,-0.8160000000000025,Bearish,Bearish,Bearish,0.0,0.0,1,15:00,2,1,2024,0.028999999999996362,-0.025000000000005684
19,2024-01-10 15:30:00,USD,Crude Oil Inventories,1.3M,-5.5M,145.744,145.729,145.696,145.447,144.887,-0.03300000000001546,-0.2820000000000107,-0.842000000000013,Bearish,Bearish,Bearish,6800000.0,123.63636363636363,1,15:30,2,1,2024,-0.014999999999986358,-0.03300000000001546
20,2024-01-10 18:01:00,USD,10-y Bond Auction,4.02|2.6,4.30|2.5,145.64,145.668,145.619,145.316,144.961,-0.049000000000006594,-0.35200000000000387,-0.7069999999999936,Bearish,Bearish,Bearish,,,1,18:01,2,1,2024,0.02800000000002001,-0.049000000000006594
21,2024-01-11 05:00:00,JPY,Leading Indicators,107.7%,108.9%,145.511,145.541,145.566,145.116,145.696,0.025000000000005684,-0.42499999999998295,0.15500000000000114,Bullish,Bearish,Bullish,-1.2000000000000028,-1.10192837465565,0,05:00,3,1,2024,0.030000000000001137,0.025000000000005684
22,2024-01-11 13:30:00,USD,Core CPI m/m,0.3%,0.3%,145.929,145.973,145.987,144.911,145.794,0.013999999999981583,-1.0620000000000118,-0.17900000000000205,Bullish,Bearish,Bearish,0.0,0.0,1,13:30,3,1,2024,0.04400000000001114,0.013999999999981583
23,2024-01-11 15:30:00,USD,Natural Gas Storage,-140B,-14B,145.458,145.447,145.452,144.887,145.795,0.0049999999999954525,-0.5600000000000023,0.34799999999998477,Bullish,Bearish,Bullish,-126000000000.0,-900.0,1,15:30,3,1,2024,-0.01099999999999568,0.0049999999999954525
24,2024-01-11 18:01:00,USD,30-y Bond Auction,4.23|2.4,4.34|2.4,145.329,145.316,145.234,145.234,144.961,-0.08199999999999363,-0.08199999999999363,-0.35499999999998977,Bearish,Bearish,Bearish,,,1,18:01,3,1,2024,-0.01300000000000523,-0.08199999999999363
25,2024-01-11 19:00:00,USD,Federal Budget Balance,-129.4B,-314.0B,145.04,145.112,145.154,145.154,145.144,0.04200000000000159,0.04200000000000159,0.03200000000001069,Bullish,Bullish,Bullish,184600000000.0,58.78980891719745,1,19:00,3,1,2024,0.07200000000000273,0.04200000000000159
26,2024-01-11 23:50:00,JPY,Bank Lending y/y,3.1%,2.8%,145.032,144.999,144.979,144.979,145.149,-0.01999999999998181,-0.01999999999998181,0.15000000000000568,Bearish,Bearish,Bullish,0.30000000000000027,10.714285714285724,0,23:50,3,1,2024,-0.03300000000001546,-0.01999999999998181
27,2024-01-12 03:35:00,JPY,30-y Bond Auction,1.63|3.0,1.62|2.6,144.975,144.979,145.062,145.062,145.429,0.08299999999999841,0.08299999999999841,0.44999999999998863,Bullish,Bullish,Bullish,,,0,03:35,4,1,2024,0.004000000000019099,0.08299999999999841
28,2024-01-12 05:00:00,JPY,Economy Watchers Sentiment,50.7,49.5,145.104,145.116,145.103,145.103,145.696,-0.01300000000000523,-0.01300000000000523,0.5799999999999841,Bearish,Bearish,Bullish,1.2000000000000028,2.42424242424243,0,05:00,4,1,2024,0.012000000000000455,-0.01300000000000523
29,2024-01-12 13:30:00,USD,Core PPI m/m,0.0%,0.0%,144.917,144.911,144.933,144.933,145.794,0.02199999999999136,0.02199999999999136,0.8830000000000098,Bullish,Bullish,Bullish,0.0,,1,13:30,4,1,2024,-0.006000000000000227,0.02199999999999136
30,2024-01-14 23:50:00,JPY,M2 Money Stock y/y,2.3%,2.3%,145.142,145.149,145.16,146.097,147.319,0.01099999999999568,0.9480000000000075,2.1699999999999875,Bullish,Bullish,Bullish,0.0,0.0,0,23:50,6,1,2024,0.007000000000005002,0.01099999999999568
31,2024-01-15 05:59:00,JPY,Prelim Machine Tool Orders y/y,-9.9%,-13.6%,145.688,145.672,145.629,146.66,147.753,-0.043000000000006366,0.9879999999999995,2.080999999999989,Bearish,Bullish,Bullish,3.6999999999999993,27.205882352941174,0,05:59,0,1,2024,-0.015999999999991132,-0.043000000000006366
32,2024-01-15 23:50:00,JPY,PPI y/y,0.0%,0.3%,146.175,146.097,146.12,147.319,147.93,0.022999999999996135,1.22199999999998,1.8329999999999984,Bullish,Bullish,Bullish,-0.3,-100.0,0,23:50,0,1,2024,-0.07800000000000296,0.022999999999996135
33,2024-01-17 14:15:00,USD,Industrial Production m/m,0.1%,0.0%,148.276,148.301,148.295,148.159,148.182,-0.006000000000000227,-0.1419999999999959,-0.11899999999999977,Bearish,Bearish,Bearish,0.1,,1,14:15,2,1,2024,0.024999999999977263,-0.006000000000000227
34,2024-01-17 15:00:00,USD,Business Inventories m/m,-0.1%,-0.1%,148.253,148.27,148.269,148.226,148.185,-0.0010000000000047748,-0.04400000000001114,-0.08500000000000796,Bearish,Bearish,Bearish,0.0,0.0,1,15:00,2,1,2024,0.01700000000002433,-0.0010000000000047748
35,2024-01-17 23:50:00,JPY,Core Machinery Orders m/m,-4.9%,0.7%,147.923,147.93,147.912,148.313,147.852,-0.018000000000000682,0.38299999999998136,-0.07800000000000296,Bearish,Bullish,Bearish,-5.6000000000000005,-800.0000000000002,0,23:50,2,1,2024,0.007000000000005002,-0.018000000000000682
36,2024-01-18 04:30:00,JPY,Revised Industrial Production m/m,-0.9%,-0.9%,147.81,147.722,147.669,148.072,148.127,-0.05299999999999727,0.3499999999999943,0.40500000000000114,Bearish,Bullish,Bullish,0.0,0.0,0,04:30,3,1,2024,-0.08799999999999386,-0.05299999999999727
37,2024-01-18 13:30:00,USD,Unemployment Claims,187K,203K,148.146,148.111,148.135,148.211,148.139,0.02400000000000091,0.10000000000002274,0.02800000000002001,Bullish,Bullish,Bullish,-16000.0,-7.8817733990147785,1,13:30,3,1,2024,-0.03499999999999659,0.02400000000000091
38,2024-01-18 16:00:00,USD,Crude Oil Inventories,-2.5M,1.3M,148.205,148.188,148.175,148.14,148.041,-0.012999999999976808,-0.04800000000000182,-0.14699999999999136,Bearish,Bearish,Bearish,-3800000.0,-292.30769230769226,1,16:00,3,1,2024,-0.01700000000002433,-0.012999999999976808
39,2024-01-18 23:30:00,JPY,National Core CPI y/y,2.3%,2.5%,148.344,148.323,148.308,148.308,147.889,-0.01500000000001478,-0.01500000000001478,-0.4339999999999975,Bearish,Bearish,Bearish,-0.20000000000000018,-8.000000000000007,0,23:30,3,1,2024,-0.020999999999986585,-0.01500000000001478
40,2024-01-19 04:30:00,JPY,Tertiary Industry Activity m/m,-0.7%,-0.2%,148.05,148.072,148.123,148.123,148.127,0.05099999999998772,0.05099999999998772,0.05500000000000682,Bullish,Bullish,Bullish,-0.49999999999999994,-249.99999999999994,0,04:30,4,1,2024,0.02199999999999136,0.05099999999998772
41,2024-01-19 15:00:00,USD,Prelim UoM Consumer Sentiment,78.8,69.7,148.158,148.185,148.156,148.156,148.039,-0.028999999999996362,-0.028999999999996362,-0.146000000000015,Bearish,Bearish,Bearish,9.099999999999994,13.055954088952646,1,15:00,4,1,2024,0.027000000000015234,-0.028999999999996362
42,2024-01-19 21:00:00,USD,TIC Long-Term Purchases,126.1B,3.4B,0.0,0.0,0.0,0.0,147.853,0.0,0.0,147.853,Bearish,Bearish,Bullish,122700000000.0,3608.8235294117644,1,21:00,4,1,2024,0.0,0.0
43,2024-01-22 15:00:00,USD,CB Leading Index m/m,-0.1%,-0.5%,148.02,148.039,148.089,148.393,147.555,0.05000000000001137,0.3540000000000134,-0.48399999999998045,Bullish,Bullish,Bearish,0.4,80.0,1,15:00,0,1,2024,0.018999999999977035,0.05000000000001137
44,2024-01-23 05:00:00,JPY,BOJ Core CPI y/y,2.6%,2.7%,147.672,147.739,147.859,147.546,147.647,0.12000000000000455,-0.19300000000001205,-0.09200000000001296,Bullish,Bearish,Bearish,-0.10000000000000009,-3.703703703703707,0,05:00,1,1,2024,0.06700000000000728,0.12000000000000455
45,2024-01-23 14:59:00,USD,Richmond Manufacturing Index,-15,-11,148.375,148.378,148.381,147.562,147.838,0.0030000000000143245,-0.8159999999999741,-0.539999999999992,Bullish,Bearish,Bearish,-4.0,-36.36363636363637,1,14:59,1,1,2024,0.002999999999985903,0.0030000000000143245
46,2024-01-23 23:50:00,JPY,Trade Balance,-0.41T,-0.35T,147.832,147.857,147.87,147.772,147.765,0.01300000000000523,-0.08500000000000796,-0.09200000000001296,Bullish,Bearish,Bearish,,,0,23:50,1,1,2024,0.025000000000005684,0.01300000000000523
47,2024-01-24 00:30:00,JPY,Flash Manufacturing PMI,48.0,47.9,147.951,147.902,147.922,147.739,147.783,0.020000000000010232,-0.1629999999999825,-0.11899999999999977,Bullish,Bearish,Bearish,0.10000000000000142,0.208768267223385,0,00:30,2,1,2024,-0.049000000000006594,0.020000000000010232
48,2024-01-25 13:30:00,USD,Advance GDP q/q,3.3%,4.9%,147.731,147.719,147.744,148.032,147.624,0.025000000000005684,0.3130000000000166,-0.09499999999999886,Bullish,Bullish,Bearish,-1.6000000000000005,-32.653061224489804,1,13:30,3,1,2024,-0.012000000000000455,0.025000000000005684
49,2024-01-25 15:00:00,USD,New Home Sales,664K,615K,147.806,147.827,147.805,148.108,147.546,-0.02199999999999136,0.2810000000000059,-0.2810000000000059,Bearish,Bullish,Bearish,49000.0,7.967479674796748,1,15:00,3,1,2024,0.020999999999986585,-0.02199999999999136
50,2024-01-25 15:30:00,USD,Natural Gas Storage,-326B,-154B,147.783,147.761,147.764,148.057,147.279,0.0030000000000143245,0.29599999999999227,-0.4819999999999993,Bullish,Bullish,Bearish,-172000000000.0,-111.68831168831169,1,15:30,3,1,2024,-0.02199999999999136,0.0030000000000143245
51,2024-01-25 23:30:00,JPY,Tokyo Core CPI y/y,1.6%,2.1%,147.706,147.692,147.721,147.721,148.055,0.028999999999996362,0.028999999999996362,0.36299999999999955,Bullish,Bullish,Bullish,-0.5,-23.809523809523807,0,23:30,3,1,2024,-0.013999999999981583,0.028999999999996362
52,2024-01-26 13:30:00,USD,Core PCE Price Index m/m,0.2%,0.1%,148.003,148.032,148.076,148.076,147.624,0.04399999999998272,0.04399999999998272,-0.40800000000001546,Bullish,Bullish,Bearish,0.1,100.0,1,13:30,4,1,2024,0.029000000000024784,0.04399999999998272
53,2024-01-26 15:00:00,USD,Pending Home Sales m/m,8.3%,-0.3%,148.087,148.108,148.087,148.087,147.546,-0.021000000000015007,-0.021000000000015007,-0.5620000000000118,Bearish,Bearish,Bearish,8.600000000000001,2866.666666666667,1,15:00,4,1,2024,0.021000000000015007,-0.021000000000015007
54,2024-01-29 23:30:00,JPY,Unemployment Rate,2.4%,2.5%,147.35,147.318,147.322,147.667,146.777,0.003999999999990678,0.34899999999998954,-0.5410000000000252,Bullish,Bullish,Bearish,-0.10000000000000009,-4.0000000000000036,0,23:30,0,1,2024,-0.031999999999982265,0.003999999999990678
55,2024-01-30 14:00:00,USD,S&P/CS Composite-20 HPI y/y,5.4%,4.9%,147.754,147.762,147.742,146.729,146.342,-0.020000000000010232,-1.032999999999987,-1.4199999999999875,Bearish,Bearish,Bearish,0.5,10.20408163265306,1,14:00,1,1,2024,0.008000000000009777,-0.020000000000010232
56,2024-01-30 15:00:00,USD,CB Consumer Confidence,114.8,108.0,147.606,147.602,147.611,146.371,146.275,0.00899999999998613,-1.2309999999999945,-1.3269999999999982,Bullish,Bearish,Bearish,6.799999999999997,6.296296296296294,1,15:00,1,1,2024,-0.003999999999990678,0.00899999999998613
57,2024-01-31 05:00:00,JPY,Consumer Confidence,38.0,37.2,147.695,147.724,147.747,146.843,146.7,0.023000000000024556,-0.8810000000000002,-1.024000000000001,Bullish,Bearish,Bearish,0.7999999999999972,2.1505376344085945,0,05:00,2,1,2024,0.028999999999996362,0.023000000000024556
58,2024-01-31 13:15:00,USD,ADP Non-Farm Employment Change,107K,158K,146.431,146.408,146.419,146.388,148.488,0.011000000000024102,-0.01999999999998181,2.0800000000000125,Bullish,Bearish,Bullish,-51000.0,-32.278481012658226,1,13:15,2,1,2024,-0.023000000000024556,0.011000000000024102
59,2024-01-31 14:45:00,USD,Chicago PMI,46.0,46.9,146.34,146.121,146.172,146.224,148.292,0.05099999999998772,0.10299999999998022,2.1709999999999923,Bullish,Bullish,Bullish,-0.8999999999999986,-1.9189765458422146,1,14:45,2,1,2024,-0.2189999999999941,0.05099999999998772
60,2024-01-31 15:30:00,USD,Crude Oil Inventories,1.2M,-9.2M,147.265,147.252,147.429,146.325,148.305,0.1769999999999925,-0.9270000000000209,1.0529999999999973,Bullish,Bearish,Bullish,10400000.0,113.04347826086956,1,15:30,2,1,2024,-0.012999999999976808,0.1769999999999925
61,2024-01-31 19:00:00,USD,Federal Funds Rate,5.50%,5.50%,146.91,147.006,147.002,146.457,148.545,-0.003999999999990678,-0.5490000000000066,1.5389999999999873,Bearish,Bearish,Bullish,0.0,0.0,1,19:00,2,1,2024,0.09600000000000364,-0.003999999999990678
62,2024-02-01 03:35:00,JPY,10-y Bond Auction,0.74|3.6,0.60|2.9,146.642,146.685,146.65,146.632,148.565,-0.03499999999999659,-0.05299999999999727,1.8799999999999955,Bearish,Bearish,Bullish,,,0,03:35,3,2,2024,0.043000000000006366,-0.03499999999999659
63,2024-02-01 13:30:00,USD,Unemployment Claims,224K,215K,146.409,146.476,146.415,148.389,148.555,-0.06100000000000705,1.913000000000011,2.0790000000000077,Bearish,Bullish,Bullish,9000.0,4.186046511627907,1,13:30,3,2,2024,0.06700000000000728,-0.06100000000000705
64,2024-02-01 14:45:00,USD,Final Manufacturing PMI,50.7,50.3,146.244,146.224,146.272,148.292,148.685,0.04800000000000182,2.068000000000012,2.4610000000000127,Bullish,Bullish,Bullish,0.4000000000000057,0.7952286282306277,1,14:45,3,2,2024,-0.020000000000010232,0.04800000000000182
65,2024-02-01 15:00:00,USD,ISM Manufacturing PMI,49.1,47.4,146.261,146.275,146.286,148.309,148.705,0.01099999999999568,2.033999999999992,2.430000000000007,Bullish,Bullish,Bullish,1.7000000000000028,3.586497890295365,1,15:00,3,2,2024,0.014000000000010004,0.01099999999999568
66,2024-02-01 15:30:00,USD,Natural Gas Storage,-197B,-326B,146.321,146.325,146.309,148.305,148.717,-0.015999999999991132,1.9800000000000182,2.3920000000000243,Bearish,Bullish,Bullish,129000000000.0,39.57055214723926,1,15:30,3,2,2024,0.003999999999990678,-0.015999999999991132
67,2024-02-01 23:50:00,JPY,Monetary Base y/y,4.8%,7.8%,146.421,146.45,146.438,146.438,148.39,-0.012000000000000455,-0.012000000000000455,1.9399999999999977,Bearish,Bearish,Bullish,-3.0,-38.46153846153847,0,23:50,3,2,2024,0.028999999999996362,-0.012000000000000455
68,2024-02-02 13:30:00,USD,Average Hourly Earnings m/m,0.6%,0.4%,148.432,148.389,148.344,148.344,148.555,-0.045000000000015916,-0.045000000000015916,0.16599999999999682,Bearish,Bearish,Bullish,0.19999999999999996,49.999999999999986,1,13:30,4,2,2024,-0.042999999999977945,-0.045000000000015916
69,2024-02-02 15:00:00,USD,Revised UoM Consumer Sentiment,79.0,78.8,148.306,148.309,148.26,148.26,148.705,-0.049000000000006594,-0.049000000000006594,0.396000000000015,Bearish,Bearish,Bullish,0.20000000000000284,0.2538071065989884,1,15:00,4,2,2024,0.002999999999985903,-0.049000000000006594
70,2024-02-05 14:45:00,USD,Final Services PMI,52.5,52.9,148.634,148.685,148.673,147.977,148.119,-0.012000000000000455,-0.7079999999999984,-0.5660000000000025,Bearish,Bearish,Bearish,-0.3999999999999986,-0.7561436672967837,1,14:45,0,2,2024,0.051000000000016144,-0.012000000000000455
71,2024-02-05 15:00:00,USD,ISM Services PMI,53.4,50.6,148.696,148.705,148.693,147.941,148.132,-0.012000000000000455,-0.76400000000001,-0.5730000000000075,Bearish,Bearish,Bearish,2.799999999999997,5.533596837944659,1,15:00,0,2,2024,0.009000000000014552,-0.012000000000000455
72,2024-02-05 23:30:00,JPY,Average Cash Earnings y/y,1.0%,0.7%,148.549,148.495,148.483,147.884,148.411,-0.012000000000000455,-0.6110000000000184,-0.08400000000000318,Bearish,Bearish,Bearish,0.30000000000000004,42.85714285714287,0,23:30,0,2,2024,-0.054000000000002046,-0.012000000000000455
73,2024-02-06 15:06:00,USD,RCM/TIPP Economic Optimism,44.0,44.7,147.949,147.908,147.873,148.142,149.373,-0.03499999999999659,0.23400000000000887,1.4650000000000034,Bearish,Bullish,Bullish,-0.7000000000000028,-1.5659955257270757,1,15:06,1,2,2024,-0.04100000000002524,-0.03499999999999659
74,2024-02-07 03:35:00,JPY,30-y Bond Auction,1.79|3.2,1.63|3.0,147.993,148.026,148.03,148.828,149.527,0.003999999999990678,0.8019999999999925,1.5009999999999764,Bullish,Bullish,Bullish,,,0,03:35,2,2,2024,0.03300000000001546,0.003999999999990678
75,2024-02-07 05:00:00,JPY,Leading Indicators,110.0%,108.1%,147.91,147.926,147.96,148.746,149.44,0.034000000000020236,0.8200000000000216,1.51400000000001,Bullish,Bullish,Bullish,1.9000000000000057,1.7576318223866843,0,05:00,2,2,2024,0.015999999999991132,0.034000000000020236
76,2024-02-07 15:30:00,USD,Crude Oil Inventories,5.5M,1.2M,148.143,148.154,148.183,149.332,149.3,0.028999999999996362,1.1779999999999973,1.146000000000015,Bullish,Bullish,Bullish,4300000.0,358.33333333333337,1,15:30,2,2,2024,0.01099999999999568,0.028999999999996362
77,2024-02-07 18:01:00,USD,10-y Bond Auction,4.09|2.6,4.02|2.6,148.054,148.049,148.042,149.279,149.185,-0.007000000000005002,1.2299999999999898,1.1359999999999957,Bearish,Bullish,Bullish,,,1,18:01,2,2,2024,-0.0049999999999954525,-0.007000000000005002
78,2024-02-07 20:00:00,USD,Consumer Credit m/m,1.6B,23.5B,148.037,148.059,148.059,149.359,149.127,0.0,1.3000000000000114,1.068000000000012,Bearish,Bullish,Bullish,-21900000000.0,-93.19148936170212,1,20:00,2,2,2024,0.02199999999999136,0.0
79,2024-02-07 23:50:00,JPY,Bank Lending y/y,3.1%,3.0%,148.453,148.44,148.484,149.43,149.228,0.04400000000001114,0.9900000000000091,0.7880000000000109,Bullish,Bullish,Bullish,0.10000000000000009,3.333333333333336,0,23:50,2,2,2024,-0.01300000000000523,0.04400000000001114
80,2024-02-08 05:00:00,JPY,Economy Watchers Sentiment,50.2,50.7,148.762,148.746,148.774,149.44,149.125,0.027999999999991587,0.6939999999999884,0.3789999999999907,Bullish,Bullish,Bullish,-0.5,-0.9861932938856016,0,05:00,3,2,2024,-0.015999999999991132,0.027999999999991587
81,2024-02-08 13:30:00,USD,Unemployment Claims,218K,227K,149.268,149.304,149.306,149.335,149.336,0.0020000000000095497,0.03100000000000591,0.03200000000001069,Bullish,Bullish,Bullish,-9000.0,-3.9647577092511015,1,13:30,3,2,2024,0.036000000000001364,0.0020000000000095497
82,2024-02-08 15:30:00,USD,Natural Gas Storage,-75B,-197B,149.343,149.332,149.354,149.3,149.337,0.02200000000001978,-0.031999999999982265,0.0049999999999954525,Bullish,Bearish,Bullish,122000000000.0,61.92893401015228,1,15:30,3,2,2024,-0.01099999999999568,0.02200000000001978
83,2024-02-08 18:01:00,USD,30-y Bond Auction,4.36|2.4,4.23|2.4,149.28,149.279,149.259,149.259,149.185,-0.020000000000010232,-0.020000000000010232,-0.09399999999999409,Bearish,Bearish,Bearish,,,1,18:01,3,2,2024,-0.0010000000000047748,-0.020000000000010232
84,2024-02-08 23:50:00,JPY,M2 Money Stock y/y,2.4%,2.3%,149.403,149.43,149.416,149.416,149.228,-0.014000000000010004,-0.014000000000010004,-0.20199999999999818,Bearish,Bearish,Bearish,0.10000000000000009,4.347826086956526,0,23:50,3,2,2024,0.027000000000015234,-0.014000000000010004
85,2024-02-12 14:45:00,USD,Cleveland Fed Inflation Expectations,3.4%,4.2%,149.358,149.381,149.393,150.824,150.56,0.012000000000000455,1.443000000000012,1.179000000000002,Bullish,Bullish,Bullish,-0.8000000000000003,-19.04761904761905,1,14:45,0,2,2024,0.022999999999996135,0.012000000000000455
86,2024-02-12 19:00:00,USD,Federal Budget Balance,-21.9B,-129.4B,149.403,149.409,149.365,150.699,150.534,-0.04399999999998272,1.2900000000000205,1.125,Bearish,Bullish,Bullish,107500000000.0,83.0757341576507,1,19:00,0,2,2024,0.006000000000000227,-0.04399999999998272
87,2024-02-12 23:50:00,JPY,PPI y/y,0.2%,0.2%,149.545,149.556,149.562,150.422,150.152,0.006000000000000227,0.8659999999999854,0.5959999999999752,Bullish,Bullish,Bullish,0.0,0.0,0,23:50,0,2,2024,0.011000000000024102,0.006000000000000227
88,2024-02-13 05:58:00,JPY,Prelim Machine Tool Orders y/y,-14.1%,-9.6%,149.504,149.523,149.504,150.592,150.037,-0.019000000000005457,1.0690000000000168,0.51400000000001,Bearish,Bullish,Bullish,-4.5,-46.875,0,05:58,1,2,2024,0.019000000000005457,-0.019000000000005457
89,2024-02-13 11:00:00,USD,NFIB Small Business Index,89.9,91.9,150.565,150.582,150.536,150.612,150.071,-0.04599999999999227,0.030000000000001137,-0.5109999999999957,Bearish,Bullish,Bearish,-2.0,-2.1762785636561475,1,11:00,1,2,2024,0.016999999999995907,-0.04599999999999227
90,2024-02-13 13:30:00,USD,Core CPI m/m,0.4%,0.3%,150.793,150.785,150.79,150.49,149.985,0.0049999999999954525,-0.2949999999999875,-0.799999999999983,Bullish,Bearish,Bearish,0.10000000000000003,33.33333333333335,1,13:30,1,2,2024,-0.008000000000009777,0.0049999999999954525
91,2024-02-14 15:30:00,USD,Crude Oil Inventories,12.0M,5.5M,150.521,150.523,150.51,149.954,150.259,-0.01300000000000523,-0.5689999999999884,-0.26400000000001,Bearish,Bearish,Bearish,6500000.0,118.18181818181819,1,15:30,2,2,2024,0.0020000000000095497,-0.01300000000000523
