day,month,year,date,time,currency,impact,event,actual,forecast,previous
,,2024,FriMay 31,11:15pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,MonJun 3,12:50am,JPY,,Capital Spending q/y,6.8%,12.2%,16.4%
,,2024,MonJun 3,1:30am,JPY,,Final Manufacturing PMI,50.4,50.5,50.5
,,2024,MonJun 3,2:45pm,USD,,Final Manufacturing PMI,51.3,50.9,50.9
,,2024,MonJun 3,3:00pm,USD,,ISM Manufacturing PMI,48.7,49.8,49.2
,,2024,MonJun 3,,USD,,ISM Manufacturing Prices,57.0,60.0,60.9
,,2024,MonJun 3,,USD,,Construction Spending m/m,-0.1%,0.2%,-0.2%
,,2024,MonJun 3,All Day,USD,,Omdia Total Vehicle Sales,15.9M,15.8M,15.7M
,,2024,TueJun 4,12:50am,JPY,,Monetary Base y/y,0.9%,2.2%,2.1%
,,2024,TueJun 4,4:35am,JPY,,10-y Bond Auction,1.05|3.7,,0.86|3.2
,,2024,TueJun 4,3:00pm,USD,,JOLTS Job Openings,8.06M,8.37M,8.36M
,,2024,TueJun 4,,USD,,Factory Orders m/m,0.7%,0.7%,0.8%
,,2024,TueJun 4,3:02pm,USD,,RCM/TIPP Economic Optimism,40.5,45.2,41.8
,,2024,TueJun 4,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJun 5,12:30am,JPY,,Average Cash Earnings y/y,2.1%,1.7%,1.0%
,,2024,WedJun 5,1:15pm,USD,,ADP Non-Farm Employment Change,152K,173K,188K
,,2024,WedJun 5,,USD,,Final Services PMI,54.8,54.8,54.8
,,2024,WedJun 5,3:00pm,USD,,ISM Services PMI,53.8,51.0,49.4
,,2024,WedJun 5,,USD,,Crude Oil Inventories,1.2M,-2.1M,-4.2M
,,2024,ThuJun 6,4:35am,JPY,,30-y Bond Auction,2.16|3.6,,1.99|3.2
,,2024,ThuJun 6,12:30pm,USD,,Challenger Job Cuts y/y,-20.3%,,-3.3%
,,2024,ThuJun 6,,USD,,Unemployment Claims,229K,220K,221K
,,2024,ThuJun 6,,USD,,Revised Nonfarm Productivity q/q,0.2%,0.1%,0.3%
,,2024,ThuJun 6,,USD,,Revised Unit Labor Costs q/q,4.0%,4.8%,4.7%
,,2024,ThuJun 6,,USD,,Trade Balance,-74.6B,-76.2B,-68.6B
,,2024,ThuJun 6,3:30pm,USD,,Natural Gas Storage,98B,89B,84B
,,2024,FriJun 7,12:30am,JPY,,Household Spending y/y,0.5%,0.6%,-1.2%
,,2024,FriJun 7,6:00am,JPY,,Leading Indicators,111.6%,111.6%,112.2%
,,2024,FriJun 7,,USD,,Average Hourly Earnings m/m,0.4%,0.3%,0.2%
,,2024,FriJun 7,,USD,,Non-Farm Employment Change,272K,182K,165K
,,2024,FriJun 7,,USD,,Unemployment Rate,4.0%,3.9%,3.9%
,,2024,FriJun 7,3:00pm,USD,,Final Wholesale Inventories m/m,0.1%,0.2%,0.2%
,,2024,FriJun 7,5:00pm,USD,,FOMC Member Cook Speaks,,,
,,2024,FriJun 7,8:00pm,USD,,Consumer Credit m/m,6.4B,9.3B,-1.1B
,,2024,MonJun 10,12:50am,JPY,,Bank Lending y/y,3.0%,3.1%,3.1%
,,2024,MonJun 10,,JPY,,Current Account,2.52T,2.09T,2.01T
,,2024,MonJun 10,,JPY,,Final GDP Price Index y/y,3.4%,3.6%,3.6%
,,2024,MonJun 10,,JPY,,Final GDP q/q,-0.5%,-0.5%,-0.5%
,,2024,MonJun 10,6:00am,JPY,,Economy Watchers Sentiment,45.7,48.6,47.4
,,2024,TueJun 11,12:50am,JPY,,M2 Money Stock y/y,1.9%,2.1%,2.2%
,,2024,TueJun 11,6:58am,JPY,,Prelim Machine Tool Orders y/y,4.2%,,-8.9%
,,2024,TueJun 11,11:00am,USD,,NFIB Small Business Index,90.5,89.8,89.7
,,2024,TueJun 11,6:01pm,USD,,10-y Bond Auction,4.44|2.7,,4.48|2.5
,,2024,TueJun 11,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJun 12,12:50am,JPY,,PPI y/y,2.4%,2.0%,1.1%
,,2024,WedJun 12,1:30pm,USD,,Core CPI m/m,0.2%,0.3%,0.3%
,,2024,WedJun 12,,USD,,Core CPI y/y,3.4%,3.5%,3.6%
,,2024,WedJun 12,,USD,,CPI m/m,0.0%,0.1%,0.3%
,,2024,WedJun 12,,USD,,CPI y/y,3.3%,3.4%,3.4%
,,2024,WedJun 12,3:30pm,USD,,Crude Oil Inventories,3.7M,-1.2M,1.2M
,,2024,WedJun 12,7:00pm,USD,,Federal Funds Rate,5.50%,5.50%,5.50%
,,2024,WedJun 12,,USD,,FOMC Economic Projections,,,
,,2024,WedJun 12,,USD,,FOMC Statement,,,
,,2024,WedJun 12,,USD,,Federal Budget Balance,-347.1B,-279.6B,209.5B
,,2024,WedJun 12,7:30pm,USD,,FOMC Press Conference,,,
,,2024,ThuJun 13,12:50am,JPY,,BSI Manufacturing Index,-1.0,-5.2,-6.7
,,2024,ThuJun 13,1:30pm,USD,,Core PPI m/m,0.0%,0.3%,0.5%
,,2024,ThuJun 13,,USD,,PPI m/m,-0.2%,0.1%,0.5%
,,2024,ThuJun 13,,USD,,Unemployment Claims,242K,225K,229K
,,2024,ThuJun 13,3:30pm,USD,,Natural Gas Storage,74B,73B,98B
,,2024,ThuJun 13,5:00pm,USD,,Treasury Sec Yellen Speaks,,,
,,2024,ThuJun 13,,USD,,FOMC Member Williams Speaks,,,
,,2024,ThuJun 13,6:01pm,USD,,30-y Bond Auction,4.40|2.5,,4.64|2.4
,,2024,FriJun 14,4:23am,JPY,,BOJ Policy Rate,<0.10%,<0.10%,<0.10%
,,2024,FriJun 14,,JPY,,Monetary Policy Statement,,,
,,2024,FriJun 14,5:29am,JPY,,Revised Industrial Production m/m,-0.9%,-0.1%,-0.1%
,,2024,FriJun 14,5:30am,JPY,,Tertiary Industry Activity m/m,1.9%,0.4%,-2.3%
,,2024,FriJun 14,7:30am,JPY,,BOJ Press Conference,,,
,,2024,FriJun 14,,USD,,Import Prices m/m,-0.4%,0.0%,0.9%
,,2024,FriJun 14,3:00pm,USD,,Prelim UoM Consumer Sentiment,65.6,72.1,69.1
,,2024,FriJun 14,,USD,,Prelim UoM Inflation Expectations,3.3%,,3.3%
,,2024,SatJun 15,12:00am,USD,,FOMC Member Cook Speaks,,,
,,2024,MonJun 17,12:50am,JPY,,Core Machinery Orders m/m,-2.9%,-2.9%,2.9%
,,2024,MonJun 17,,USD,,Empire State Manufacturing Index,-6.0,-12.5,-15.6
,,2024,TueJun 18,2:00am,USD,,FOMC Member Cook Speaks,,,
,,2024,TueJun 18,1:30pm,USD,,Core Retail Sales m/m,-0.1%,0.2%,-0.1%
,,2024,TueJun 18,,USD,,Retail Sales m/m,0.1%,0.3%,-0.2%
,,2024,TueJun 18,2:15pm,USD,,Industrial Production m/m,0.9%,0.3%,0.0%
,,2024,TueJun 18,,USD,,Capacity Utilization Rate,78.7%,78.6%,78.2%
,,2024,TueJun 18,3:00pm,USD,,Business Inventories m/m,0.3%,0.3%,-0.1%
,,2024,TueJun 18,,USD,,FOMC Member Barkin Speaks,,,
,,2024,TueJun 18,6:00pm,USD,,FOMC Member Kugler Speaks,,,
,,2024,TueJun 18,9:00pm,USD,,TIC Long-Term Purchases,123.1B,69.3B,102.6B
,,2024,TueJun 18,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJun 19,12:50am,JPY,,Monetary Policy Meeting Minutes,,,
,,2024,WedJun 19,,JPY,,Trade Balance,-0.62T,-0.64T,-0.58T
,,2024,WedJun 19,All Day,USD,,Bank Holiday,,,
,,2024,WedJun 19,3:00pm,USD,,NAHB Housing Market Index,43,45,45
,,2024,ThuJun 20,,USD,,Unemployment Claims,238K,235K,243K
,,2024,ThuJun 20,,USD,,Building Permits,1.39M,1.45M,1.44M
,,2024,ThuJun 20,,USD,,Philly Fed Manufacturing Index,1.3,4.8,4.5
,,2024,ThuJun 20,,USD,,Current Account,-238B,-207B,-222B
,,2024,ThuJun 20,,USD,,Housing Starts,1.28M,1.37M,1.35M
,,2024,ThuJun 20,4:00pm,USD,,Crude Oil Inventories,-2.5M,-2.8M,3.7M
,,2024,ThuJun 20,8:30pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,ThuJun 20,9:00pm,USD,,Treasury Currency Report,,,
,,2024,FriJun 21,12:30am,JPY,,National Core CPI y/y,2.5%,2.6%,2.2%
,,2024,FriJun 21,1:30am,JPY,,Flash Manufacturing PMI,50.1,50.6,50.4
,,2024,FriJun 21,2:45pm,USD,,Flash Manufacturing PMI,51.7,51.0,51.3
,,2024,FriJun 21,,USD,,Flash Services PMI,55.1,53.4,54.8
,,2024,FriJun 21,3:00pm,USD,,Existing Home Sales,4.11M,4.08M,4.14M
,,2024,FriJun 21,,USD,,CB Leading Index m/m,-0.5%,-0.4%,-0.6%
,,2024,FriJun 21,3:30pm,USD,,Natural Gas Storage,71B,69B,74B
,,2024,MonJun 24,12:50am,JPY,,BOJ Summary of Opinions,,,
,,2024,MonJun 24,8:00am,USD,,FOMC Member Waller Speaks,,,
,,2024,MonJun 24,7:00pm,USD,,FOMC Member Daly Speaks,,,
,,2024,TueJun 25,12:50am,JPY,,SPPI y/y,2.5%,3.0%,2.7%
,,2024,TueJun 25,6:00am,JPY,,BOJ Core CPI y/y,2.1%,1.9%,1.8%
,,2024,TueJun 25,12:00pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,TueJun 25,2:00pm,USD,,S&P/CS Composite-20 HPI y/y,7.2%,7.0%,7.5%
,,2024,TueJun 25,,USD,,HPI m/m,0.2%,0.3%,0.0%
,,2024,TueJun 25,2:59pm,USD,,Richmond Manufacturing Index,-10,-3,0
,,2024,TueJun 25,3:00pm,USD,,CB Consumer Confidence,100.4,100.0,101.3
,,2024,TueJun 25,5:00pm,USD,,FOMC Member Cook Speaks,,,
,,2024,TueJun 25,7:10pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,TueJun 25,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJun 26,3:00pm,USD,,New Home Sales,619K,636K,698K
,,2024,WedJun 26,3:30pm,USD,,Crude Oil Inventories,3.6M,-2.6M,-2.5M
,,2024,WedJun 26,9:30pm,USD,,Bank Stress Test Results,,,
,,2024,ThuJun 27,12:50am,JPY,,Retail Sales y/y,3.0%,2.0%,2.0%
,,2024,ThuJun 27,1:30pm,USD,,Final GDP q/q,1.4%,1.4%,1.3%
,,2024,ThuJun 27,,USD,,Unemployment Claims,233K,236K,239K
,,2024,ThuJun 27,,USD,,Core Durable Goods Orders m/m,-0.1%,0.2%,0.4%
,,2024,ThuJun 27,,USD,,Durable Goods Orders m/m,0.1%,-0.5%,0.6%
,,2024,ThuJun 27,,USD,,Final GDP Price Index q/q,3.1%,3.0%,3.0%
,,2024,ThuJun 27,,USD,,Goods Trade Balance,-100.6B,-96.0B,-98.0B
,,2024,ThuJun 27,,USD,,Prelim Wholesale Inventories m/m,0.6%,0.1%,0.1%
,,2024,ThuJun 27,3:00pm,USD,,Pending Home Sales m/m,-2.1%,0.6%,-7.7%
,,2024,ThuJun 27,3:30pm,USD,,Natural Gas Storage,52B,53B,71B
,,2024,FriJun 28,12:30am,JPY,,Tokyo Core CPI y/y,2.1%,2.0%,1.9%
,,2024,FriJun 28,,JPY,,Unemployment Rate,2.6%,2.6%,2.6%
,,2024,FriJun 28,12:50am,JPY,,Prelim Industrial Production m/m,2.8%,2.0%,-0.9%
,,2024,FriJun 28,2:00am,USD,,President Biden Speaks,,,
,,2024,FriJun 28,6:00am,JPY,,Housing Starts y/y,-5.3%,-6.1%,13.9%
,,2024,FriJun 28,11:00am,USD,,FOMC Member Barkin Speaks,,,
,,2024,FriJun 28,,USD,,Core PCE Price Index m/m,0.1%,0.1%,0.3%
,,2024,FriJun 28,,USD,,Personal Income m/m,0.5%,0.4%,0.3%
,,2024,FriJun 28,,USD,,Personal Spending m/m,0.2%,0.3%,0.1%
,,2024,FriJun 28,2:45pm,USD,,Chicago PMI,47.4,39.7,35.4
,,2024,FriJun 28,3:00pm,USD,,Revised UoM Consumer Sentiment,68.2,65.9,65.6
,,2024,FriJun 28,,USD,,Revised UoM Inflation Expectations,3.0%,,3.3%
,,2024,FriJun 28,5:00pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,MonJul 1,12:50am,JPY,,Tankan Manufacturing Index,13,11,11
,,2024,MonJul 1,,JPY,,Tankan Non-Manufacturing Index,33,33,34
,,2024,MonJul 1,1:30am,JPY,,Final Manufacturing PMI,50.0,50.1,50.1
,,2024,MonJul 1,6:00am,JPY,,Consumer Confidence,36.4,36.4,36.2
,,2024,MonJul 1,2:45pm,USD,,Final Manufacturing PMI,51.6,51.7,51.7
,,2024,MonJul 1,3:00pm,USD,,ISM Manufacturing PMI,48.5,49.2,48.7
,,2024,MonJul 1,,USD,,ISM Manufacturing Prices,52.1,55.8,57.0
,,2024,MonJul 1,,USD,,Construction Spending m/m,-0.1%,0.3%,0.3%
,,2024,TueJul 2,12:50am,JPY,,Monetary Base y/y,0.6%,1.0%,0.9%
,,2024,TueJul 2,4:35am,JPY,,10-y Bond Auction,1.09|3.2,,1.05|3.7
,,2024,TueJul 2,,USD,,FOMC Member Powell Speaks,,,
,,2024,TueJul 2,3:00pm,USD,,JOLTS Job Openings,8.14M,7.96M,7.92M
,,2024,TueJul 2,All Day,USD,,Omdia Total Vehicle Sales,15.3M,15.8M,15.9M
,,2024,TueJul 2,3:40pm,USD,,RCM/TIPP Economic Optimism,44.2,41.2,40.5
,,2024,TueJul 2,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJul 3,11:30am,USD,,FOMC Member Williams Speaks,,,
,,2024,WedJul 3,,USD,,Challenger Job Cuts y/y,19.8%,,-20.3%
,,2024,WedJul 3,1:15pm,USD,,ADP Non-Farm Employment Change,150K,163K,157K
,,2024,WedJul 3,,USD,,Unemployment Claims,238K,234K,234K
,,2024,WedJul 3,,USD,,Trade Balance,-75.1B,-76.3B,-74.5B
,,2024,WedJul 3,2:45pm,USD,,Final Services PMI,55.3,55.0,55.1
,,2024,WedJul 3,3:00pm,USD,,ISM Services PMI,48.8,52.6,53.8
,,2024,WedJul 3,,USD,,Factory Orders m/m,-0.5%,0.2%,0.4%
,,2024,WedJul 3,3:30pm,USD,,Crude Oil Inventories,-12.2M,-0.4M,3.6M
,,2024,WedJul 3,5:00pm,USD,,Natural Gas Storage,32B,31B,52B
,,2024,WedJul 3,7:00pm,USD,,FOMC Meeting Minutes,,,
,,2024,ThuJul 4,4:35am,JPY,,30-y Bond Auction,2.19|3.0,,2.16|3.6
,,2024,ThuJul 4,All Day,USD,,Bank Holiday,,,
,,2024,FriJul 5,12:30am,JPY,,Household Spending y/y,-1.8%,0.2%,0.5%
,,2024,FriJul 5,6:00am,JPY,,Leading Indicators,111.1%,111.1%,110.9%
,,2024,FriJul 5,10:40am,USD,,FOMC Member Williams Speaks,,,
,,2024,FriJul 5,,USD,,Average Hourly Earnings m/m,0.3%,0.3%,0.4%
,,2024,FriJul 5,,USD,,Non-Farm Employment Change,206K,191K,218K
,,2024,FriJul 5,,USD,,Unemployment Rate,4.1%,4.0%,4.0%
,,2024,FriJul 5,4:00pm,USD,,Fed Monetary Policy Report,,,
,,2024,MonJul 8,12:30am,JPY,,Average Cash Earnings y/y,1.9%,2.1%,1.6%
,,2024,MonJul 8,12:50am,JPY,,Bank Lending y/y,3.2%,3.1%,2.9%
,,2024,MonJul 8,,JPY,,Current Account,2.41T,2.07T,2.52T
,,2024,MonJul 8,6:00am,JPY,,Economy Watchers Sentiment,47.0,46.1,45.7
,,2024,MonJul 8,8:00pm,USD,,Consumer Credit m/m,11.4B,9.7B,6.5B
,,2024,TueJul 9,12:50am,JPY,,M2 Money Stock y/y,1.5%,2.0%,1.9%
,,2024,TueJul 9,6:58am,JPY,,Prelim Machine Tool Orders y/y,9.7%,,4.2%
,,2024,TueJul 9,11:00am,USD,,NFIB Small Business Index,91.5,90.3,90.5
,,2024,TueJul 9,2:15pm,USD,,FOMC Member Barr Speaks,,,
,,2024,TueJul 9,3:00pm,USD,,Fed Chairman Powell Testifies,,,
,,2024,TueJul 9,,USD,,Treasury Sec Yellen Speaks,,,
,,2024,TueJul 9,6:30pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,TueJul 9,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJul 10,12:50am,JPY,,PPI y/y,2.9%,2.9%,2.6%
,,2024,WedJul 10,,USD,,Fed Chairman Powell Testifies,,,
,,2024,WedJul 10,,USD,,Final Wholesale Inventories m/m,0.6%,0.6%,0.6%
,,2024,WedJul 10,3:30pm,USD,,Crude Oil Inventories,-3.4M,0.7M,-12.2M
,,2024,WedJul 10,6:01pm,USD,,10-y Bond Auction,4.28|2.6,,4.44|2.7
,,2024,WedJul 10,7:30pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,WedJul 10,,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,ThuJul 11,12:30am,USD,,FOMC Member Cook Speaks,,,
,,2024,ThuJul 11,12:50am,JPY,,Core Machinery Orders m/m,-3.2%,0.9%,-2.9%
,,2024,ThuJul 11,1:30pm,USD,,Core CPI m/m,0.1%,0.2%,0.2%
,,2024,ThuJul 11,,USD,,Core CPI y/y,3.3%,3.4%,3.4%
,,2024,ThuJul 11,,USD,,CPI m/m,-0.1%,0.1%,0.0%
,,2024,ThuJul 11,,USD,,CPI y/y,3.0%,3.1%,3.3%
,,2024,ThuJul 11,,USD,,Unemployment Claims,222K,236K,239K
,,2024,ThuJul 11,3:30pm,USD,,Natural Gas Storage,65B,56B,32B
,,2024,ThuJul 11,4:30pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,ThuJul 11,6:00pm,USD,,FOMC Member Musalem Speaks,,,
,,2024,ThuJul 11,6:01pm,USD,,30-y Bond Auction,4.41|2.3,,4.40|2.5
,,2024,ThuJul 11,7:00pm,USD,,Federal Budget Balance,-66.0B,-71.2B,-347.1B
,,2024,ThuJul 11,,USD,,President Biden Speaks,,,
,,2024,FriJul 12,5:30am,JPY,,Revised Industrial Production m/m,3.6%,2.8%,2.8%
,,2024,FriJul 12,,USD,,Core PPI m/m,0.4%,0.2%,0.3%
,,2024,FriJul 12,,USD,,PPI m/m,0.2%,0.1%,0.0%
,,2024,FriJul 12,3:00pm,USD,,Prelim UoM Consumer Sentiment,66.0,68.5,68.2
,,2024,FriJul 12,,USD,,Prelim UoM Inflation Expectations,2.9%,,3.0%
,,2024,MonJul 15,All Day,JPY,,Bank Holiday,,,
,,2024,MonJul 15,,USD,,Empire State Manufacturing Index,-6.6,-5.5,-6.0
,,2024,MonJul 15,5:30pm,USD,,FOMC Member Powell Speaks,,,
,,2024,MonJul 15,9:35pm,USD,,FOMC Member Daly Speaks,,,
,,2024,TueJul 16,5:30am,JPY,,Tertiary Industry Activity m/m,-0.4%,0.1%,2.2%
,,2024,TueJul 16,,USD,,Core Retail Sales m/m,0.4%,0.1%,0.1%
,,2024,TueJul 16,,USD,,Retail Sales m/m,0.0%,-0.3%,0.3%
,,2024,TueJul 16,,USD,,Import Prices m/m,0.0%,0.2%,-0.2%
,,2024,TueJul 16,3:00pm,USD,,Business Inventories m/m,0.5%,0.4%,0.3%
,,2024,TueJul 16,,USD,,NAHB Housing Market Index,42,43,43
,,2024,TueJul 16,7:45pm,USD,,FOMC Member Kugler Speaks,,,
,,2024,TueJul 16,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJul 17,,USD,,Building Permits,1.45M,1.40M,1.40M
,,2024,WedJul 17,,USD,,Housing Starts,1.35M,1.30M,1.31M
,,2024,WedJul 17,2:00pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,WedJul 17,2:15pm,USD,,Industrial Production m/m,0.6%,0.3%,0.9%
,,2024,WedJul 17,,USD,,Capacity Utilization Rate,78.8%,78.5%,78.3%
,,2024,WedJul 17,2:35pm,USD,,FOMC Member Waller Speaks,,,
,,2024,WedJul 17,3:30pm,USD,,Crude Oil Inventories,-4.9M,-0.9M,-3.4M
,,2024,WedJul 17,7:00pm,USD,,Beige Book,,,
,,2024,ThuJul 18,12:50am,JPY,,Trade Balance,-0.82T,-0.82T,-0.64T
,,2024,ThuJul 18,1:30pm,USD,,Unemployment Claims,243K,229K,223K
,,2024,ThuJul 18,,USD,,Philly Fed Manufacturing Index,13.9,2.7,1.3
,,2024,ThuJul 18,3:00pm,USD,,CB Leading Index m/m,-0.2%,-0.3%,-0.4%
,,2024,ThuJul 18,3:30pm,USD,,Natural Gas Storage,10B,27B,65B
,,2024,ThuJul 18,6:45pm,USD,,FOMC Member Logan Speaks,,,
,,2024,ThuJul 18,9:00pm,USD,,TIC Long-Term Purchases,-54.6B,98.4B,123.3B
,,2024,ThuJul 18,11:05pm,USD,,FOMC Member Daly Speaks,,,
,,2024,FriJul 19,12:30am,JPY,,National Core CPI y/y,2.6%,2.7%,2.5%
,,2024,FriJul 19,12:45am,USD,,FOMC Member Bowman Speaks,,,
,,2024,FriJul 19,3:40pm,USD,,FOMC Member Williams Speaks,,,
,,2024,FriJul 19,6:00pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,TueJul 23,6:00am,JPY,,BOJ Core CPI y/y,2.1%,2.1%,2.1%
,,2024,TueJul 23,2:59pm,USD,,Richmond Manufacturing Index,-17,-7,-10
,,2024,TueJul 23,,USD,,Existing Home Sales,3.89M,3.99M,4.11M
,,2024,TueJul 23,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJul 24,1:30am,JPY,,Flash Manufacturing PMI,49.2,50.5,50.0
,,2024,WedJul 24,,USD,,Goods Trade Balance,-96.8B,-98.8B,-99.4B
,,2024,WedJul 24,,USD,,Prelim Wholesale Inventories m/m,0.2%,0.5%,0.6%
,,2024,WedJul 24,,USD,,Flash Manufacturing PMI,49.5,51.7,51.6
,,2024,WedJul 24,,USD,,Flash Services PMI,56.0,54.7,55.3
,,2024,WedJul 24,3:00pm,USD,,New Home Sales,617K,639K,621K
,,2024,WedJul 24,,USD,,Crude Oil Inventories,-3.7M,-2.6M,-4.9M
,,2024,WedJul 24,9:05pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,WedJul 24,,USD,,FOMC Member Logan Speaks,,,
,,2024,ThuJul 25,12:50am,JPY,,SPPI y/y,3.0%,2.6%,2.7%
,,2024,ThuJul 25,1:00am,USD,,President Biden Speaks,,,
,,2024,ThuJul 25,1:30pm,USD,,Advance GDP q/q,2.8%,2.0%,1.4%
,,2024,ThuJul 25,,USD,,Unemployment Claims,235K,237K,245K
,,2024,ThuJul 25,,USD,,Advance GDP Price Index q/q,2.3%,2.6%,3.1%
,,2024,ThuJul 25,,USD,,Core Durable Goods Orders m/m,0.5%,0.2%,-0.1%
,,2024,ThuJul 25,,USD,,Durable Goods Orders m/m,-6.6%,0.3%,0.1%
,,2024,ThuJul 25,3:30pm,USD,,Natural Gas Storage,22B,13B,10B
,,2024,FriJul 26,12:30am,JPY,,Tokyo Core CPI y/y,2.2%,2.2%,2.1%
,,2024,FriJul 26,1:30pm,USD,,Core PCE Price Index m/m,0.2%,0.2%,0.1%
,,2024,FriJul 26,,USD,,Personal Income m/m,0.2%,0.4%,0.4%
,,2024,FriJul 26,,USD,,Personal Spending m/m,0.3%,0.3%,0.4%
,,2024,FriJul 26,3:00pm,USD,,Revised UoM Consumer Sentiment,66.4,66.3,66.0
,,2024,FriJul 26,,USD,,Revised UoM Inflation Expectations,2.9%,,2.9%
,,2024,TueJul 30,12:30am,JPY,,Unemployment Rate,2.5%,2.6%,2.6%
,,2024,TueJul 30,2:00pm,USD,,S&P/CS Composite-20 HPI y/y,6.8%,6.5%,7.3%
,,2024,TueJul 30,,USD,,HPI m/m,0.0%,0.2%,0.3%
,,2024,TueJul 30,3:00pm,USD,,CB Consumer Confidence,100.3,99.7,97.8
,,2024,TueJul 30,,USD,,JOLTS Job Openings,8.18M,8.02M,8.23M
,,2024,TueJul 30,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJul 31,12:50am,JPY,,Prelim Industrial Production m/m,-3.6%,-4.2%,3.6%
,,2024,WedJul 31,,JPY,,Retail Sales y/y,3.7%,3.3%,2.8%
,,2024,WedJul 31,4:57am,JPY,,BOJ Outlook Report,,,
,,2024,WedJul 31,,JPY,,BOJ Policy Rate,<0.25%,<0.10%,<0.10%
,,2024,WedJul 31,,JPY,,Monetary Policy Statement,,,
,,2024,WedJul 31,5:59am,JPY,,Consumer Confidence,36.7,36.5,36.4
,,2024,WedJul 31,6:00am,JPY,,Housing Starts y/y,-6.7%,-2.3%,-5.3%
,,2024,WedJul 31,7:30am,JPY,,BOJ Press Conference,,,
,,2024,WedJul 31,1:15pm,USD,,ADP Non-Farm Employment Change,122K,147K,155K
,,2024,WedJul 31,,USD,,Employment Cost Index q/q,0.9%,1.0%,1.2%
,,2024,WedJul 31,2:45pm,USD,,Chicago PMI,45.3,44.8,47.4
,,2024,WedJul 31,3:00pm,USD,,Pending Home Sales m/m,4.8%,1.4%,-1.9%
,,2024,WedJul 31,3:30pm,USD,,Crude Oil Inventories,-3.4M,-1.6M,-3.7M
,,2024,WedJul 31,7:00pm,USD,,Federal Funds Rate,5.50%,5.50%,5.50%
,,2024,WedJul 31,,USD,,FOMC Statement,,,
,,2024,WedJul 31,7:30pm,USD,,FOMC Press Conference,,,
,,2024,ThuAug 1,1:30am,JPY,,Final Manufacturing PMI,49.1,49.2,49.2
,,2024,ThuAug 1,,USD,,Challenger Job Cuts y/y,9.2%,,19.8%
,,2024,ThuAug 1,1:30pm,USD,,Unemployment Claims,249K,236K,235K
,,2024,ThuAug 1,,USD,,Prelim Nonfarm Productivity q/q,2.3%,1.7%,0.2%
,,2024,ThuAug 1,,USD,,Prelim Unit Labor Costs q/q,0.9%,1.8%,4.0%
,,2024,ThuAug 1,2:45pm,USD,,Final Manufacturing PMI,49.6,49.5,49.5
,,2024,ThuAug 1,3:00pm,USD,,ISM Manufacturing PMI,46.8,48.8,48.5
,,2024,ThuAug 1,,USD,,ISM Manufacturing Prices,52.9,51.9,52.1
,,2024,ThuAug 1,,USD,,Construction Spending m/m,-0.3%,0.2%,-0.4%
,,2024,ThuAug 1,All Day,USD,,Omdia Total Vehicle Sales,15.8M,16.1M,15.3M
,,2024,ThuAug 1,3:30pm,USD,,Natural Gas Storage,18B,30B,22B
,,2024,FriAug 2,12:50am,JPY,,Monetary Base y/y,1.0%,0.9%,0.6%
,,2024,FriAug 2,1:30pm,USD,,Average Hourly Earnings m/m,0.2%,0.3%,0.3%
,,2024,FriAug 2,,USD,,Non-Farm Employment Change,114K,176K,179K
,,2024,FriAug 2,,USD,,Unemployment Rate,4.3%,4.1%,4.1%
,,2024,FriAug 2,3:00pm,USD,,Factory Orders m/m,-3.3%,-2.7%,-0.5%
,,2024,MonAug 5,12:50am,JPY,,Monetary Policy Meeting Minutes,,,
,,2024,MonAug 5,1:30pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,MonAug 5,2:45pm,USD,,Final Services PMI,55.0,56.0,56.0
,,2024,MonAug 5,3:00pm,USD,,ISM Services PMI,51.4,51.1,48.8
,,2024,MonAug 5,7:00pm,USD,,Loan Officer Survey,,,
,,2024,MonAug 5,10:00pm,USD,,FOMC Member Daly Speaks,,,
,,2024,TueAug 6,12:30am,JPY,,Average Cash Earnings y/y,4.5%,2.5%,2.0%
,,2024,TueAug 6,,JPY,,Household Spending y/y,-1.4%,-0.9%,-1.8%
,,2024,TueAug 6,4:35am,JPY,,10-y Bond Auction,0.93|3.0,,1.09|3.2
