day,month,year,date,time,currency,impact,event,actual,forecast,previous
,,2024,FriDec 6,3:15pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,FriDec 6,,USD,,Prelim UoM Consumer Sentiment,74.0,73.3,71.8
,,2024,FriDec 6,,USD,,Prelim UoM Inflation Expectations,2.9%,,2.6%
,,2024,FriDec 6,4:30pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,FriDec 6,6:00pm,USD,,FOMC Member Hammack Speaks,,,
,,2024,FriDec 6,7:00pm,USD,,FOMC Member Daly Speaks,,,
,,2024,FriDec 6,9:00pm,USD,,Consumer Credit m/m,19.2B,10.4B,3.2B
,,2024,MonDec 9,12:50am,JPY,,Bank Lending y/y,3.0%,2.6%,2.6%
,,2024,MonDec 9,,JPY,,Current Account,2.41T,2.28T,1.27T
,,2024,MonDec 9,,JPY,,Final GDP Price Index y/y,2.4%,2.5%,2.5%
,,2024,MonDec 9,,JPY,,Final GDP q/q,0.3%,0.3%,0.2%
,,2024,MonDec 9,6:00am,JPY,,Economy Watchers Sentiment,49.4,47.3,47.5
,,2024,MonDec 9,4:00pm,USD,,Final Wholesale Inventories m/m,0.2%,0.2%,0.2%
,,2024,TueDec 10,12:50am,JPY,,M2 Money Stock y/y,1.2%,1.2%,1.2%
,,2024,TueDec 10,6:58am,JPY,,Prelim Machine Tool Orders y/y,3.0%,,9.3%
,,2024,TueDec 10,12:00pm,USD,,NFIB Small Business Index,101.7,94.6,93.7
,,2024,TueDec 10,2:30pm,USD,,Revised Nonfarm Productivity q/q,2.2%,2.3%,2.2%
,,2024,TueDec 10,,USD,,Revised Unit Labor Costs q/q,0.8%,1.3%,1.9%
,,2024,TueDec 10,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedDec 11,12:50am,JPY,,BSI Manufacturing Index,6.3,1.8,4.5
,,2024,WedDec 11,,JPY,,PPI y/y,3.7%,3.4%,3.6%
,,2024,WedDec 11,2:30pm,USD,,Core CPI m/m,0.3%,0.3%,0.3%
,,2024,WedDec 11,,USD,,Core CPI y/y,3.3%,3.2%,3.3%
,,2024,WedDec 11,,USD,,CPI m/m,0.3%,0.3%,0.2%
,,2024,WedDec 11,,USD,,CPI y/y,2.7%,2.7%,2.6%
,,2024,WedDec 11,,USD,,Crude Oil Inventories,-1.4M,-1.0M,-5.1M
,,2024,WedDec 11,7:01pm,USD,,10-y Bond Auction,4.24|2.7,,4.35|2.6
,,2024,WedDec 11,8:00pm,USD,,Federal Budget Balance,-366.8B,-349.0B,-257.5B
,,2024,ThuDec 12,,USD,,Core PPI m/m,0.2%,0.2%,0.3%
,,2024,ThuDec 12,,USD,,PPI m/m,0.4%,0.2%,0.3%
,,2024,ThuDec 12,,USD,,Unemployment Claims,242K,221K,225K
,,2024,ThuDec 12,4:30pm,USD,,Natural Gas Storage,-190B,-172B,-30B
,,2024,ThuDec 12,7:01pm,USD,,30-y Bond Auction,4.54|2.4,,4.61|2.6
,,2024,FriDec 13,12:50am,JPY,,Tankan Manufacturing Index,14,13,13
,,2024,FriDec 13,,JPY,,Tankan Non-Manufacturing Index,33,33,34
,,2024,FriDec 13,5:30am,JPY,,Revised Industrial Production m/m,2.8%,3.0%,3.0%
,,2024,FriDec 13,,USD,,Import Prices m/m,0.1%,-0.2%,0.1%
,,2024,MonDec 16,12:50am,JPY,,Core Machinery Orders m/m,2.1%,1.1%,-0.7%
,,2024,MonDec 16,1:30am,JPY,,Flash Manufacturing PMI,49.5,49.2,49.0
,,2024,MonDec 16,5:30am,JPY,,Tertiary Industry Activity m/m,0.3%,-0.1%,-0.1%
,,2024,MonDec 16,2:30pm,USD,,Empire State Manufacturing Index,0.2,6.4,31.2
,,2024,MonDec 16,3:45pm,USD,,Flash Manufacturing PMI,48.3,49.4,49.7
,,2024,MonDec 16,,USD,,Flash Services PMI,58.5,55.7,56.1
,,2024,TueDec 17,,USD,,Core Retail Sales m/m,0.2%,0.4%,0.2%
,,2024,TueDec 17,,USD,,Retail Sales m/m,0.7%,0.6%,0.5%
,,2024,TueDec 17,3:15pm,USD,,Capacity Utilization Rate,76.8%,77.3%,77.0%
,,2024,TueDec 17,,USD,,Industrial Production m/m,-0.1%,0.3%,-0.4%
,,2024,TueDec 17,4:00pm,USD,,Business Inventories m/m,0.1%,0.2%,0.0%
,,2024,TueDec 17,,USD,,NAHB Housing Market Index,46,47,46
,,2024,TueDec 17,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedDec 18,12:50am,JPY,,Trade Balance,-0.38T,-0.45T,-0.23T
,,2024,WedDec 18,2:30pm,USD,,Building Permits,1.51M,1.43M,1.42M
,,2024,WedDec 18,,USD,,Current Account,-311B,-286B,-275B
,,2024,WedDec 18,,USD,,Housing Starts,1.29M,1.35M,1.31M
,,2024,WedDec 18,4:30pm,USD,,Crude Oil Inventories,-0.9M,-1.6M,-1.4M
,,2024,WedDec 18,8:00pm,USD,,Federal Funds Rate,4.50%,4.50%,4.75%
,,2024,WedDec 18,,USD,,FOMC Economic Projections,,,
,,2024,WedDec 18,,USD,,FOMC Statement,,,
,,2024,WedDec 18,8:30pm,USD,,FOMC Press Conference,,,
,,2024,ThuDec 19,3:52am,JPY,,BOJ Policy Rate,<0.25%,<0.25%,<0.25%
,,2024,ThuDec 19,,JPY,,Monetary Policy Statement,,,
,,2024,ThuDec 19,7:30am,JPY,,BOJ Press Conference,,,
,,2024,ThuDec 19,2:30pm,USD,,Final GDP q/q,3.1%,2.8%,2.8%
,,2024,ThuDec 19,,USD,,Unemployment Claims,220K,229K,242K
,,2024,ThuDec 19,,USD,,Final GDP Price Index q/q,1.9%,1.9%,1.9%
,,2024,ThuDec 19,,USD,,Philly Fed Manufacturing Index,-16.4,2.9,-5.5
,,2024,ThuDec 19,4:00pm,USD,,Existing Home Sales,4.15M,4.09M,3.96M
,,2024,ThuDec 19,,USD,,CB Leading Index m/m,0.3%,-0.1%,-0.4%
,,2024,ThuDec 19,4:30pm,USD,,Natural Gas Storage,-125B,-123B,-190B
,,2024,ThuDec 19,10:00pm,USD,,TIC Long-Term Purchases,152.3B,154.3B,216.1B
,,2024,FriDec 20,12:30am,JPY,,National Core CPI y/y,2.7%,2.6%,2.3%
,,2024,FriDec 20,1:30pm,USD,,FOMC Member Daly Speaks,,,
,,2024,FriDec 20,,USD,,Core PCE Price Index m/m,0.1%,0.2%,0.3%
,,2024,FriDec 20,,USD,,Personal Income m/m,0.3%,0.4%,0.7%
,,2024,FriDec 20,,USD,,Personal Spending m/m,0.4%,0.5%,0.3%
,,2024,FriDec 20,,USD,,Revised UoM Consumer Sentiment,74.0,74.1,74.0
,,2024,FriDec 20,,USD,,Revised UoM Inflation Expectations,2.8%,,2.9%
,,2024,MonDec 23,,USD,,Core Durable Goods Orders m/m,-0.1%,0.3%,0.2%
,,2024,MonDec 23,,USD,,Durable Goods Orders m/m,-1.1%,-0.3%,0.3%
,,2024,MonDec 23,4:00pm,USD,,CB Consumer Confidence,104.7,112.9,112.8
,,2024,MonDec 23,,USD,,New Home Sales,664K,666K,627K
,,2024,TueDec 24,12:50am,JPY,,Monetary Policy Meeting Minutes,,,
,,2024,TueDec 24,5:59am,JPY,,BOJ Core CPI y/y,1.7%,1.5%,1.5%
,,2024,TueDec 24,3:59pm,USD,,Richmond Manufacturing Index,-10,-10,-14
,,2024,TueDec 24,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedDec 25,12:50am,JPY,,SPPI y/y,3.0%,3.0%,2.9%
,,2024,WedDec 25,5:17am,JPY,,BOJ Gov Ueda Speaks,,,
,,2024,WedDec 25,All Day,USD,,Bank Holiday,,,
,,2024,ThuDec 26,2:30pm,USD,,Unemployment Claims,219K,223K,220K
,,2024,FriDec 27,12:30am,JPY,,Tokyo Core CPI y/y,2.4%,2.5%,2.2%
,,2024,FriDec 27,,JPY,,Unemployment Rate,2.5%,2.5%,2.5%
,,2024,FriDec 27,12:50am,JPY,,BOJ Summary of Opinions,,,
,,2024,FriDec 27,,JPY,,Prelim Industrial Production m/m,-2.3%,-3.4%,2.8%
,,2024,FriDec 27,,JPY,,Retail Sales y/y,2.8%,1.5%,1.3%
,,2024,FriDec 27,6:00am,JPY,,Housing Starts y/y,-1.8%,-0.1%,-2.9%
,,2024,FriDec 27,2:30pm,USD,,Goods Trade Balance,-102.9B,-101.3B,-98.3B
,,2024,FriDec 27,,USD,,Prelim Wholesale Inventories m/m,-0.2%,0.1%,0.1%
,,2024,FriDec 27,4:30pm,USD,,Natural Gas Storage,-93B,-100B,-125B
,,2024,FriDec 27,7:00pm,USD,,Crude Oil Inventories,-4.2M,-0.7M,-0.9M
,,2024,MonDec 30,1:30am,JPY,,Final Manufacturing PMI,49.6,49.5,49.5
,,2024,MonDec 30,3:45pm,USD,,Chicago PMI,36.9,42.7,40.2
,,2024,MonDec 30,4:00pm,USD,,Pending Home Sales m/m,2.2%,0.9%,1.8%
,,2024,TueDec 31,All Day,JPY,,Bank Holiday,,,
,,2024,TueDec 31,3:00pm,USD,,S&P/CS Composite-20 HPI y/y,4.2%,4.1%,4.6%
,,2024,TueDec 31,,USD,,HPI m/m,0.4%,0.5%,0.7%
,,2024,TueDec 31,10:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedJan 1,All Day,JPY,,Bank Holiday,,,
,,2024,WedJan 1,All Day,USD,,Bank Holiday,,,
,,2024,ThuJan 2,All Day,JPY,,Bank Holiday,,,
,,2024,ThuJan 2,2:30pm,USD,,Unemployment Claims,211K,222K,220K
,,2024,ThuJan 2,3:45pm,USD,,Final Manufacturing PMI,49.4,48.3,48.3
,,2024,ThuJan 2,4:00pm,USD,,Construction Spending m/m,0.0%,0.3%,0.5%
,,2024,ThuJan 2,5:00pm,USD,,Crude Oil Inventories,-1.2M,-2.4M,-4.2M
,,2024,FriJan 3,All Day,JPY,,Bank Holiday,,,
,,2024,FriJan 3,4:00pm,USD,,ISM Manufacturing PMI,49.3,48.2,48.4
,,2024,FriJan 3,,USD,,ISM Manufacturing Prices,52.5,51.5,50.3
,,2024,FriJan 3,All Day,USD,,Omdia Total Vehicle Sales,16.8M,16.5M,16.5M
,,2024,FriJan 3,4:30pm,USD,,Natural Gas Storage,-116B,-127B,-93B
,,2024,FriJan 3,5:00pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,SatJan 4,11:30pm,USD,,FOMC Member Daly Speaks,,,
,,2024,SatJan 4,,USD,,FOMC Member Kugler Speaks,,,
,,2024,SunJan 5,7:15pm,USD,,FOMC Member Daly Speaks,,,
