DateTime,currency,event,actual,previous,Close_5min_before,Close_at_release,Close_5min_after,Close_24h_after,Close_48h_after
2024-12-13 04:30:00,JPY,Revised Industrial Production m/m,2.8%,3.0%,153.249,153.242,153.236,0.0,0.0
2024-12-15 23:50:00,JPY,Core Machinery Orders m/m,2.1%,-0.7%,153.822,153.81,153.761,154.04,153.37
2024-12-16 00:30:00,JPY,Flash Manufacturing PMI,49.5,49.0,153.696,153.699,153.672,154.071,153.457
2024-12-16 04:30:00,JPY,Tertiary Industry Activity m/m,0.3%,-0.1%,153.712,153.669,153.678,153.82,153.703
2024-12-16 13:30:00,USD,Empire State Manufacturing Index,0.2,31.2,154.165,154.173,154.165,153.284,153.748
2024-12-16 14:45:00,USD,Flash Manufacturing PMI,48.3,49.7,154.114,154.122,154.09,153.318,154.571
2024-12-17 14:15:00,USD,Capacity Utilization Rate,76.8%,77.0%,153.289,153.317,153.294,154.527,157.437
2024-12-17 15:00:00,USD,Business Inventories m/m,0.1%,0.0%,153.307,153.348,153.352,154.573,157.383
2024-12-17 23:50:00,JPY,Trade Balance,-0.38T,-0.23T,153.414,153.37,153.439,155.272,157.306
2024-12-18 13:30:00,USD,Building Permits,1.51M,1.42M,153.762,153.748,153.763,157.695,156.192
2024-12-18 15:30:00,USD,Crude Oil Inventories,-0.9M,-1.4M,154.5,154.606,154.61,157.39,156.059
2024-12-18 19:00:00,USD,Federal Funds Rate,4.50%,4.75%,154.623,154.702,154.609,157.693,0.0
2024-12-19 02:52:00,JPY,BOJ Policy Rate,<0.25%,<0.25%,156.388,156.273,156.479,156.84,0.0
2024-12-19 13:30:00,USD,Final GDP q/q,3.1%,2.8%,157.626,157.695,157.657,156.192,0.0
2024-12-19 15:00:00,USD,Existing Home Sales,4.15M,3.96M,157.356,157.383,157.396,156.022,0.0
2024-12-19 15:30:00,USD,Natural Gas Storage,-125B,-190B,157.349,157.39,157.342,156.059,0.0
2024-12-19 21:00:00,USD,TIC Long-Term Purchases,152.3B,216.1B,157.254,157.249,157.291,0.0,0.0
2024-12-19 23:30:00,JPY,National Core CPI y/y,2.7%,2.3%,157.114,157.098,157.17,0.0,0.0
2024-12-23 15:00:00,USD,CB Consumer Confidence,104.7,112.8,157.114,157.052,157.077,157.297,0.0
2024-12-24 04:59:00,JPY,BOJ Core CPI y/y,1.7%,1.5%,157.053,157.09,157.052,0.0,157.429
2024-12-24 14:59:00,USD,Richmond Manufacturing Index,-10,-14,157.302,157.284,157.283,0.0,157.984
2024-12-24 23:50:00,JPY,SPPI y/y,3.0%,2.9%,157.287,157.294,157.301,157.424,157.575
2024-12-26 13:30:00,USD,Unemployment Claims,219K,220K,157.936,157.925,157.896,157.822,0.0
2024-12-26 23:30:00,JPY,Tokyo Core CPI y/y,2.4%,2.2%,157.652,157.648,157.604,0.0,0.0
2024-12-27 05:00:00,JPY,Housing Starts y/y,-1.8%,-2.9%,157.84,157.875,157.845,0.0,0.0
2024-12-27 13:30:00,USD,Goods Trade Balance,-102.9B,-98.3B,157.818,157.822,157.786,0.0,0.0
2024-12-27 15:30:00,USD,Natural Gas Storage,-93B,-125B,157.902,157.939,157.916,0.0,0.0
2024-12-27 18:00:00,USD,Crude Oil Inventories,-4.2M,-0.9M,0.0,0.0,0.0,0.0,157.75
2024-12-30 00:30:00,JPY,Final Manufacturing PMI,49.6,49.5,157.82,157.867,157.872,156.189,0.0
2024-12-30 14:45:00,USD,Chicago PMI,36.9,40.2,157.007,157.032,157.054,157.258,0.0
2024-12-30 15:00:00,USD,Pending Home Sales m/m,2.2%,1.8%,157.055,157.106,157.032,157.321,0.0
2024-12-31 14:00:00,USD,S&P/CS Composite-20 HPI y/y,4.2%,4.6%,157.272,157.289,157.286,0.0,0.0
2024-01-02 13:30:00,USD,Unemployment Claims,211K,220K,141.878,141.877,141.88,143.628,144.618
2024-01-02 14:45:00,USD,Final Manufacturing PMI,49.4,48.3,141.939,141.947,141.99,143.252,144.581
2024-01-02 15:00:00,USD,Construction Spending m/m,0.0%,0.5%,141.982,141.952,141.958,143.258,144.567
2024-01-02 16:00:00,USD,Crude Oil Inventories,-1.2M,-4.2M,141.881,141.99,141.968,143.247,144.609
2024-01-03 15:00:00,USD,ISM Manufacturing PMI,49.3,48.4,143.3,143.258,143.167,144.567,144.668
2024-01-03 15:30:00,USD,Natural Gas Storage,-116B,-93B,143.241,143.244,143.247,144.578,144.673
